2024-11-19 17:18:45,075 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-11-19 17:18:45,091 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-11-19 17:18:45,091 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-11-19 17:18:45,091 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-11-19 17:18:45,092 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-11-19 17:18:45,093 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-11-19 17:18:45,093 INFO  SwAddin.cs: 201 - Setting up command manager
2024-11-19 17:18:45,093 INFO  SwAddin.cs: 204 - Adding command manager
2024-11-19 17:18:45,094 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-11-19 17:18:45,095 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-11-19 17:18:45,095 INFO  SwAddin.cs: 210 - Adding event handlers
2024-11-19 17:18:45,097 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-11-19 19:10:00,670 INFO  SwAddin.cs: 294 - Assembly export called for file Assembly_Simplified.SLDASM
2024-11-19 19:10:02,423 INFO  SwAddin.cs: 313 - Saving assembly
2024-11-19 19:10:02,929 INFO  SwAddin.cs: 316 - Opening property manager
2024-11-19 19:10:02,937 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assembly_Simplified.SLDASM
2024-11-19 19:10:02,937 INFO  ExportHelperExtension.cs: 1136 - Found 38 in Assembly_Simplified.SLDASM
2024-11-19 19:10:02,937 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assembly_Simplified.SLDASM
2024-11-19 19:10:02,937 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-11-19 19:10:02,937 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2024-11-19 19:10:02,937 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from L5-1
2024-11-19 19:10:02,937 INFO  ExportHelperExtension.cs: 1136 - Found 50 in L5-1
2024-11-19 19:10:02,937 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in L5-1
2024-11-19 19:10:02,937 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from L4-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1136 - Found 40 in L4-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in L4-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Base-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1136 - Found 37 in Base-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Base-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from L2-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1136 - Found 42 in L2-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in L2-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from L1-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1136 - Found 40 in L1-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in L1-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from L3-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1136 - Found 30 in L3-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in L3-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assembly_Simplified.SLDASM
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1136 - Found 38 in Assembly_Simplified.SLDASM
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assembly_Simplified.SLDASM
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from L5-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1136 - Found 50 in L5-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in L5-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from L4-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1136 - Found 40 in L4-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in L4-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Base-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1136 - Found 37 in Base-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in Base-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from L2-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1136 - Found 42 in L2-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in L2-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from L1-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1136 - Found 40 in L1-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in L1-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from L3-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1136 - Found 30 in L3-1
2024-11-19 19:10:02,945 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in L3-1
2024-11-19 19:10:03,356 INFO  SwAddin.cs: 339 - Loading config tree
2024-11-19 19:10:03,356 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-11-19 19:10:03,356 INFO  SwAddin.cs: 344 - Showing property manager
2024-11-19 19:10:11,228 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-11-19 19:10:29,143 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-11-19 19:10:45,874 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-11-19 19:10:57,890 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-11-19 19:11:00,704 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-11-19 19:11:10,257 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-11-19 19:11:18,661 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-11-19 19:11:26,966 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-11-19 19:11:37,332 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-11-19 19:11:57,638 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-11-19 19:12:30,564 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-11-19 19:12:33,939 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2024-11-19 19:12:34,128 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-11-19 19:12:55,516 INFO  SwAddin.cs: 294 - Assembly export called for file Assembly_Simplified.SLDASM
2024-11-19 19:12:57,075 INFO  SwAddin.cs: 313 - Saving assembly
2024-11-19 19:12:57,595 INFO  SwAddin.cs: 316 - Opening property manager
2024-11-19 19:12:57,595 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assembly_Simplified.SLDASM
2024-11-19 19:12:57,595 INFO  ExportHelperExtension.cs: 1136 - Found 39 in Assembly_Simplified.SLDASM
2024-11-19 19:12:57,595 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assembly_Simplified.SLDASM
2024-11-19 19:12:57,595 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-11-19 19:12:57,595 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2024-11-19 19:12:57,595 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from L5-1
2024-11-19 19:12:57,595 INFO  ExportHelperExtension.cs: 1136 - Found 50 in L5-1
2024-11-19 19:12:57,595 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in L5-1
2024-11-19 19:12:57,595 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from L4-1
2024-11-19 19:12:57,595 INFO  ExportHelperExtension.cs: 1136 - Found 40 in L4-1
2024-11-19 19:12:57,595 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in L4-1
